"from","to","transaction_id","date","amount"
"945826","375271","826859","2013-04-08","360843000"
"733163","773292","630870","2017-12-08","699891000"
"521248","911481","839332","2018-01-09","349930000"
"726452","349638","706457","2001-07-01","1572000"
"824658","724945","254080","2012-12-13","286509000"
"642066","185614","815772","2003-03-16","374630000"
"168978","224899","805978","2001-01-19","298943000"
"664804","182239","351777","1976-10-19","459522000"
"407466","923517","311559","1970-05-15","133287000"
"844532","599798","882259","2002-05-01","788358000"
"646562","438290","866108","1996-06-02","562383000"
"199941","857263","857379","1987-04-23","355951000"
"454253","508013","530527","1977-03-28","479909000"
"976506","934336","674496","2009-10-29","961286000"
"525221","628367","982447","1999-01-04","345469000"
"608183","388046","780185","2006-11-08","744904000"
"842522","251653","484772","1994-07-16","475587000"
"497594","430305","311283","2009-08-15","662425000"
"101659","732288","707620","2016-12-30","233096000"
"202137","356205","395337","2011-02-26","42613000"
"419435","166048","604362","1976-05-03","978198000"
"397688","846215","764768","2008-09-12","956888000"
"941461","170460","106580","2016-10-14","498014000"
"433433","253445","647460","1996-02-01","656121000"
"205920","797168","633490","1989-09-14","846037000"
"115260","525437","344838","2017-10-28","491822000"
"287232","435567","750945","2000-11-25","953085000"
"732368","689104","406946","1975-09-07","523525000"
"420212","232613","143695","1982-01-14","308576000"
"999315","560982","480856","2014-04-23","453754000"
"516981","435964","249048","2002-10-27","593818000"
"251167","481382","539850","1994-09-20","972862000"
"321270","571392","887773","1996-08-18","240167000"
"415775","256005","998059","2015-12-10","326516000"
"892783","750048","756335","2011-08-15","439651000"
"943406","850692","978700","2015-10-21","663986000"
"769512","877062","869892","1983-03-17","515623000"
"615803","960388","878384","1976-06-22","500239000"
"497716","778859","939290","2004-08-25","927971000"
"602862","864630","965534","1986-04-30","608124000"
"414413","144004","892236","1981-08-03","958893000"
"191028","584574","978714","2005-04-12","121685000"
"932438","834802","263329","2004-08-19","268039000"
"388259","971049","181392","1983-03-15","933452000"
"545221","811021","865800","1978-07-27","204411000"
"240816","754342","274928","1978-07-12","375128000"
"238623","358442","324484","1980-10-15","822371000"
"893237","133643","382437","1997-07-26","378199000"
"526012","628783","257254","2008-12-24","289524000"
"304534","377817","386382","1990-12-25","991935000"
"650416","494466","677950","1983-03-05","116030000"
"628134","776743","658938","1988-05-26","578234000"
"920243","151500","821080","1970-04-13","905795000"
"286316","975137","310061","2008-01-21","922786000"
"875378","656232","754321","2010-10-30","622379000"
"181968","774286","265152","1977-04-24","84094000"
"618289","887886","721186","1991-08-20","817230000"
"768021","984992","488992","1998-12-24","27598000"
"984455","430031","868782","1971-01-24","479257000"
"645767","879510","968163","2019-03-24","905538000"
"915148","529664","800537","2003-04-24","891131000"
"173463","337930","418986","2019-09-03","272114000"
"431202","271398","752711","1981-06-14","961033000"
"435075","235037","750848","1978-08-06","712005000"
"820024","660859","138973","2002-07-15","594021000"
"774733","805863","970621","1970-02-23","361008000"
"740960","800478","146538","1986-11-13","351241000"
"685556","210388","366135","2019-03-08","613109000"
"779134","680358","741119","1997-08-26","932433000"
"649556","435206","814255","1983-08-08","151233000"
"263784","694537","181195","1993-04-11","246864000"
"809334","706662","264974","2013-08-17","829156000"
"527478","950697","338759","2006-09-28","829339000"
"820621","818006","372222","2018-03-08","817965000"
"740422","547378","951722","1983-08-08","276108000"
"467851","912419","270309","2014-11-08","486306000"
"868057","915094","907886","2010-08-25","888579000"
"990495","159602","227347","1983-06-05","658745000"
"757425","726452","463211","2016-01-07","481051000"
"801317","552705","165450","1977-07-18","247326000"
"135257","887174","719502","1984-10-31","530037000"
"459128","201902","116567","1975-10-12","513289000"
"446859","866076","932252","1973-10-09","598587000"
"470681","605093","441889","2013-12-02","798030000"
"261680","509782","411288","1996-06-23","141887000"
"704225","649573","216044","2006-12-18","48126000"
"417712","691146","137625","1987-10-12","307527000"
"607667","611481","735994","2007-05-05","201383000"
"993348","478629","697687","1986-05-13","603730000"
"926664","857024","531283","2017-03-30","130161000"
"127438","484474","150494","1998-10-03","186201000"
"921910","848167","417134","1996-08-11","908286000"
"769512","375990","577463","1996-09-28","730454000"
"245003","444714","934908","1970-03-20","912460000"
"632814","903574","749503","1977-02-25","419712000"
"108882","147768","260521","2007-03-04","235884000"
"130854","569272","983351","2007-07-29","1872000"
"277516","966608","271008","1981-06-07","936383000"
"420228","351931","112830","1977-04-05","689074000"
"966608","943528","132084","1993-02-13","592206000"
"553016","921504","702033","1975-08-21","389620000"
"819889","426168","594536","1971-11-20","103350000"
"110024","213556","475527","1970-04-29","56128000"
"862543","461024","830656","2011-07-13","620102000"
"293069","944698","435679","2002-06-04","852458000"
"897410","279715","728816","1990-09-28","774477000"
"386216","199612","770648","1996-11-09","539236000"
"219078","159238","255237","1978-11-24","280805000"
"926782","365154","900809","1977-11-24","661449000"
"963220","507070","588991","1990-04-23","543378000"
"332245","238827","906361","1996-04-21","863152000"
"878363","769196","324583","1996-09-09","422712000"
"965587","739536","758249","1975-04-01","709379000"
"676421","391929","569397","2011-09-06","749402000"
"196315","444844","507790","1975-02-25","467130000"
"687403","346746","434590","1995-07-23","403201000"
"925244","187606","920751","1970-02-06","943372000"
"714387","490462","658969","1977-02-20","386317000"
"564085","979363","863575","1972-03-06","552037000"
"619628","689372","625906","2006-12-22","176708000"
"514898","111456","325058","1980-04-22","941734000"
"160989","444543","816425","1980-09-29","40401000"
"473598","848059","955871","2014-02-12","582850000"
"527057","351778","538898","1986-07-02","869320000"
"425992","945329","438475","2003-03-18","265424000"
"678076","174055","778968","1994-09-22","534050000"
"214518","191589","769672","1981-01-19","423041000"
"606830","906295","442499","2001-10-20","454235000"
"419810","454446","332007","1993-06-27","614652000"
"887608","581194","116545","1998-02-13","976643000"
"558514","615336","195330","2016-10-28","59894000"
"913529","458422","604989","2001-03-15","997468000"
"644213","275739","557411","2013-01-12","874847000"
"632753","566309","889925","2015-05-29","788675000"
"407920","226654","573058","1997-05-30","755673000"
"878147","253240","625528","1976-04-01","968706000"
"634915","293779","486991","2014-09-20","5476000"
"361294","479771","880445","1979-02-24","778562000"
"893018","171358","306773","1983-05-03","847298000"
"224436","650416","252330","1992-02-25","963755000"
"480245","334937","230756","2006-12-24","457121000"
"790327","472925","525578","1984-12-26","697495000"
"252121","567671","674175","1984-02-29","946927000"
"210119","538838","192139","1976-05-10","963724000"
"153323","466665","451318","2018-08-25","729116000"
"500535","396727","342186","1989-11-27","2341000"
"953997","237376","848538","2012-09-09","918356000"
"573267","662499","963496","1998-01-31","72220000"
"177295","286316","348151","1970-11-04","790013000"
"984041","445099","310592","2002-09-10","241863000"
"273856","520124","460631","1992-01-20","585046000"
"921006","770860","951654","2009-12-12","778340000"
"114269","935422","462816","1971-08-25","137838000"
"254221","383921","196096","1980-12-16","124683000"
"654412","930402","423667","1990-03-01","84959000"
"727393","227597","909230","1972-09-23","511473000"
"979363","968298","528750","1991-09-15","33859000"
"927589","731958","368786","2006-04-21","667142000"
"464114","294952","916583","1972-11-14","663968000"
"682737","407145","628773","1974-03-25","139642000"
"197705","267606","340710","2019-11-25","411298000"
"126628","927516","592428","1982-08-02","813193000"
"916793","584479","801349","1998-08-07","728967000"
"861083","453159","912388","1972-10-14","350883000"
"663137","313259","363201","2004-05-21","950030000"
"732288","225570","252368","2013-10-06","629935000"
"922670","482195","684666","2015-09-10","404760000"
"763505","571584","929842","1970-09-11","94717000"
"667316","513426","786329","1972-10-06","40135000"
"924298","403274","653128","1984-05-16","707560000"
"275636","636133","175114","2008-02-29","879125000"
"516555","544036","737444","1978-10-26","38319000"
"915620","159730","212992","1992-04-15","427807000"
"396727","598831","178137","1981-07-11","531834000"
"984748","398613","522955","1993-06-03","317822000"
"227099","815525","401901","2013-10-05","333340000"
"862760","888134","654961","1977-02-26","864618000"
"820232","468251","683268","1994-09-28","617201000"
"210258","406775","664801","2017-08-22","957243000"
"325458","360624","375131","2015-05-21","18342000"
"686552","693957","923029","2009-12-10","965996000"
"330472","435567","972533","1974-02-28","404027000"
"528213","450109","819575","2004-07-03","515707000"
"863409","785033","355499","1982-08-12","587268000"
"390015","318077","577172","2009-01-17","728045000"
"672098","288737","177940","1977-10-02","498537000"
"531620","799624","836536","1993-12-15","145830000"
"552705","574157","394590","1990-03-21","217136000"
"645884","623787","908383","1973-10-22","839335000"
"713128","471648","253960","1983-06-01","256277000"
"553133","421555","865398","1981-02-14","990119000"
"412096","658681","211747","1993-01-14","41166000"
"479826","829605","522880","2002-10-19","262903000"
"881360","226020","668495","2014-09-10","889653000"
"875814","766684","197635","2014-03-02","355188000"
"877407","950034","116970","2006-04-15","500499000"
"318364","902905","500677","2002-08-04","475444000"
"814222","272531","190007","2006-06-23","925758000"
"301676","599392","243770","2001-10-30","626208000"
"419050","425992","321851","2012-10-10","355129000"
"947568","265186","376205","2018-08-27","547869000"
"776147","531350","244844","1995-01-04","70298000"
"656123","760390","434462","1988-08-22","862458000"
"708598","755494","539974","1980-07-08","909788000"
"145324","106726","882807","2002-01-05","902509000"
"926857","831334","358638","2019-08-22","357232000"
"667087","349588","595443","1970-12-13","644389000"
"127814","881745","575280","1988-11-29","83846000"
"313259","413257","218487","1987-10-24","993987000"
"461412","887456","558358","1975-12-02","526685000"
"827556","869340","986938","2017-01-05","211372000"
"320324","373780","622231","2017-06-22","774696000"
"659443","502210","421938","2008-09-13","481847000"
"665630","945032","484048","2009-05-12","173869000"
"295385","986464","177136","1980-06-08","730714000"
"693237","542672","512720","2013-11-17","688633000"
"270357","994922","400419","1996-09-02","248730000"
"881282","276009","229840","1980-03-13","350115000"
"715185","215351","693590","1993-12-05","945299000"
"575233","859263","505778","1982-05-26","648482000"
"377486","113645","616628","2013-05-19","502934000"
"227597","498543","969409","1996-12-22","970059000"
"525247","480980","500281","2011-03-20","83513000"
"481972","853041","592175","2017-09-26","634698000"
"665281","417806","745331","1976-01-06","115580000"
"275044","977348","530452","2008-07-12","417035000"
"419868","735156","229576","1984-04-08","758762000"
"225301","521210","877550","1993-12-11","785690000"
